,2291.0,164.0,164.0,164.0,164.0,421.0,421.0,421.0,421.0,421.0,421.0,421.0,421.0,421.0,421.0,421.0,421.0,421.0,421.0,421.0,421.0,421.0,421.0,421.0,421.0,421.0,421.0,421.0,421.0,421.0,164.0,164.0,164.0,164.0,164.0,164.0,1841.0,164.0,1841.0,1841.0,1841.0,164.0,164.0,164.0,164.0,1841.0,164.0,164.0,1841.0,164.0,164.0,164.0,1841.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,1841.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,1841.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,1841.0,1841.0,1841.0,164.0,164.0,164.0,1841.0,164.0,164.0,164.0,164.0,1841.0,164.0,164.0,164.0,1841.0,1841.0,164.0,164.0,1841.0,164.0,164.0,164.0,164.0,164.0,164.0,1841.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,1841.0,164.0,164.0,164.0,164.0,164.0,164.0,1841.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,1841.0,164.0,1841.0,164.0,164.0,164.0,1841.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,1841.0,164.0,164.0,164.0,1841.0,164.0,164.0,164.0,164.0,164.0,1841.0,164.0,164.0,1841.0,164.0,164.0,1841.0,1841.0,164.0,164.0,164.0,164.0,164.0,164.0,1841.0,164.0,164.0,164.0,1841.0,164.0,1841.0,164.0,1841.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,1841.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,1841.0,1841.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,1541.0,164.0,1541.0,1541.0,164.0,164.0,164.0,164.0,164.0,1841.0,1841.0,1841.0,1841.0,1841.0,421.0,421.0,421.0,421.0,421.0,421.0,421.0,421.0,421.0,421.0,421.0,421.0,1849.0,1849.0,1849.0,890.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,1233.0,1841.0,164.0,421.0,421.0,421.0,421.0,421.0,164.0,164.0,164.0,164.0,421.0,421.0,1841.0,421.0,421.0,1841.0,164.0,164.0,421.0,164.0,421.0,1541.0,1541.0,164.0,164.0,1841.0,164.0,164.0,1841.0,1541.0,1841.0,421.0,421.0,1841.0,1841.0,164.0,164.0,1841.0,164.0,164.0,164.0,164.0,1841.0,421.0,164.0,421.0,1541.0,909.0,2130.0,2130.0,2130.0,1849.0,1849.0,1849.0,1849.0,1849.0,1849.0,1849.0,2130.0,1190.0,890.0,1190.0,2268.0,2268.0,157.0,157.0,157.0,1233.0,157.0,1511.0,157.0,157.0,157.0,157.0,2268.0,157.0,2268.0,157.0,157.0,157.0,157.0,157.0,157.0,1233.0,1233.0,157.0,2268.0,157.0,2272.0,1849.0,1849.0,2272.0,2130.0,2130.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,1233.0,421.0,421.0,421.0,421.0,909.0,2268.0,164.0,157.0,157.0,1841.0,1233.0,2272.0
2012-12-27,,0.0,0.0,,,1.0,,,1.5,,3.0,2.8,0.0,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,0.0,,0.0,,,1.3,0.0,,,,0.0,,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.3,0.0,,,0.0,,0.5,0.0,,,,0.0,0.0,0.0,,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,,,0.0,,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,0.0,0.0,,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,,,,,,,0.0,0.0,,0.0,,0.0,,,,,0.0,,,0.0,0.0,,0.0,,,,0.0,,0.0,,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,,,,,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.3,0.0,,,,,,,,0.0,,,11.2,,,,,21.8,32.3,16.0,,,,6.6,13.5,10.2,,,21.8,,,13.5,19.3,20.8,,,0.0,,,,,,1.3,0.0,,0.0,0.0,0.0,1.8,0.0,0.3,,0.0,,,,,,0.0,,,0.0,,,0.0,,0.5,,,0.0,,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,,,2.0,0.3,,,0.0,0.0,,0.0,,0.0,0.0,8.6,0.0,,,,11.4,15.5,4.8,0.0,10.9,,,14.2,4.3,,,7.9,,,,18.3,,7.6,,,,,2.0,12.7,0.0,0.0,0.0,0.0,2.5,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,5.1,7.6,7.6,5.1,7.6,2.5,2.5,2.5,0.0,0.8,0.0,,0.0,2.0,3.6,0.3,0.0,0.3
2012-12-28,,1.3,0.0,,,0.0,,,1.8,,0.8,1.8,2.0,,,,,,,,,,,,,,,,,,0.3,0.8,0.8,0.0,,0.3,,0.0,,0.0,0.0,0.0,,,,0.0,,,0.0,0.3,,,0.0,0.0,0.0,0.0,0.5,,0.8,0.0,0.0,,,1.5,,0.0,0.0,0.0,,0.5,0.8,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.3,,0.5,0.0,,0.0,,,0.3,,,,0.5,0.0,0.0,,0.8,0.5,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0.3,,0.3,0.0,,,0.0,,0.5,,,0.0,0.5,,0.8,0.3,,0.0,0.0,,0.0,0.0,0.0,,1.0,,,0.3,1.5,,0.0,,0.0,,,1.3,,0.0,,,0.3,0.8,,0.0,,0.0,,0.0,,1.3,,0.3,0.0,,0.0,,0.0,0.0,0.0,1.0,1.0,,0.0,0.0,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,,,,,0.0,,0.0,0.0,,,,0.8,0.0,,0.3,0.0,,,,,,,,0.0,,,0.8,,,,,2.5,4.6,,,,,0.3,0.3,0.5,,,,,,1.3,1.5,2.5,,,1.3,,,,,,0.0,0.0,,0.0,0.0,3.0,0.3,0.0,0.0,,1.3,,,,,,0.0,,,0.0,,,0.0,,0.0,,,0.0,,,0.8,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,,,1.0,0.0,,,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,3.6,1.5,0.0,0.0,1.8,,,1.3,0.3,,,1.3,,,,1.8,,0.0,,,,,0.0,12.7,0.0,2.5,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,2.5,0.0,0.0,7.6,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.3,1.0,0.0,0.0,0.0
2012-12-29,,0.0,0.0,,,0.0,,,0.0,,0.0,0.0,1.8,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,0.0,,0.0,,,0.0,0.0,,,,0.0,,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,,,0.0,,,,0.0,,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,,,,0.0,0.0,,0.0,0.0,,,0.0,,0.0,,,0.0,0.0,,0.0,0.0,,,0.0,,0.0,0.0,,,,,,0.0,0.3,,0.0,,0.0,,,,,0.0,,,0.0,,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,,,,,0.0,,0.0,0.0,,,,0.0,0.0,,0.0,0.0,,,,,,,,0.0,,,0.0,,,,,0.0,,0.3,,,,0.3,0.0,0.0,,,,,,0.0,0.0,0.0,,,0.0,,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,0.0,0.0,,,0.0,,,0.0,,0.0,,,0.0,,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.3,0.0,0.0,0.0,,,0.0,0.0,,,0.0,,,,0.0,,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.1,0.0,0.0,0.0,0.0,0.0,2.5,0.0,5.1,0.0,0.3,,0.0,0.0,0.0,0.0,0.0,0.0
2012-12-30,,0.0,0.0,,,1.5,,,0.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,,,,0.0,,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.9,0.0,,,0.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,4.6,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,,,0.0,,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,0.0,0.0,,0.0,0.0,,,0.0,,0.0,,,0.0,0.0,,0.0,0.0,,,0.0,,0.0,0.0,,,,,,0.0,0.0,,0.0,,0.0,,,,,0.0,,,0.0,0.0,,0.0,,0.0,,,,0.0,,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,,,,,1.0,,0.0,0.0,,,,0.0,0.0,,0.0,0.0,,,,,,,,1.5,,,0.0,,,,,0.0,,0.0,,,,0.0,0.0,0.0,,,0.0,,,,0.0,0.0,,,0.0,,,,,,2.3,0.0,,0.0,12.4,0.0,2.8,0.0,0.0,,0.0,,,,,5.1,0.0,,,2.0,,,0.0,,2.8,,,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,6.9,0.0,,,0.5,0.0,,,0.0,0.5,,1.3,,1.3,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,0.0,,,,0.0,,0.0,,,,,0.0,0.0,0.5,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,5.1,0.0,2.3,0.5,,4.3,0.0,0.0,1.3,0.0,0.0
2012-12-31,,7.9,1.0,,,0.8,,,3.6,,6.1,3.6,0.0,,,,,,,,,,,,,,,,,,8.4,7.1,8.1,,,12.2,,7.6,,2.5,5.6,10.2,9.9,,,5.6,,,3.8,7.6,,,1.5,7.6,2.8,12.7,5.1,5.3,2.8,,10.2,,,4.3,3.0,7.9,0.0,10.4,,6.6,2.5,7.1,13.2,12.2,,1.3,2.8,,13.2,11.4,7.6,,9.4,7.1,,3.0,,11.2,7.4,,,,7.4,7.4,11.7,,7.9,2.8,11.7,2.3,3.3,8.1,7.1,,,7.4,13.0,,,12.7,2.5,8.1,,3.6,8.6,,,13.2,,11.9,,4.6,4.6,7.6,,7.4,6.9,4.1,8.6,8.6,,11.4,8.4,4.8,,6.4,10.2,,12.4,8.6,,7.9,,11.2,,,15.0,,0.0,,,6.9,2.8,,,,11.9,,,,4.1,,2.5,3.3,,12.4,,5.6,11.7,3.3,2.5,4.6,,3.3,6.9,,,7.6,6.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.1,,6.1,7.9,,,,,3.6,,4.3,5.8,3.8,,,2.8,2.3,6.4,2.8,0.8,,,,,,,,,,,0.0,,,,,0.8,,0.3,,,,0.0,0.0,0.0,,,0.0,,,0.0,0.0,0.0,,,3.8,,,,,,0.8,0.0,,8.4,0.0,0.0,0.5,0.0,4.8,,,,,,,5.8,1.8,,,0.0,,,9.4,,1.3,,,0.0,,,7.6,1.3,3.6,0.0,,,,3.3,2.8,0.0,0.0,,,0.0,0.0,,,,0.0,,0.0,0.5,0.0,0.0,0.0,0.0,,,,1.3,0.0,0.0,0.0,1.0,,,0.0,0.0,,,0.3,,,,0.0,,0.0,,,,,0.0,0.0,0.3,0.0,2.5,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,2.5,0.0,1.0,0.0,,2.0,0.0,0.3,2.2,0.0,0.0
2013-01-01,,2.5,0.0,,,0.0,0.0,,0.0,,0.3,0.3,3.6,,,,,,,,,,,,,,,,,,0.3,0.0,0.3,,,0.3,,0.3,,,0.0,0.8,1.3,,,0.0,,,0.0,0.3,,,0.0,0.3,0.0,3.0,0.3,0.5,0.3,,0.0,,,0.0,,0.0,0.0,2.0,,1.0,0.0,1.0,0.0,0.3,,0.3,0.0,,0.3,0.0,0.5,,0.0,0.5,,0.0,,,0.3,,,,0.5,1.0,1.3,,0.3,0.0,1.0,0.0,0.0,0.0,0.5,,,0.3,0.0,,,,0.0,1.5,,0.0,1.5,,,0.0,0.0,0.0,,,0.0,1.0,,1.0,0.0,,3.8,1.0,,0.0,1.3,0.8,,,4.6,,0.3,0.8,,0.5,,3.0,,,2.3,,0.3,,,1.5,0.0,,,,0.0,,,2.3,0.0,,,0.0,,3.0,,0.3,0.8,0.0,0.5,1.5,,0.3,3.0,,,3.6,0.0,0.3,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,0.0,2.8,,,,,0.0,,0.5,0.3,,,,0.0,0.0,0.0,,0.0,,,,,,,,0.0,,,0.0,,,,,1.0,,0.5,,,,0.0,0.3,0.0,,,0.0,,,0.3,1.5,1.0,,,0.0,,,,,,0.0,,0.0,1.3,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,2.5,,,0.0,,,0.0,,0.0,,,0.0,,,,0.0,0.0,,,,,0.0,0.0,0.0,,,,2.5,0.0,,,0.0,0.8,,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,0.0,,,,0.8,,0.0,,,,,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.3
2013-01-02,,0.0,0.0,,,0.0,0.0,,0.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,,,,0.0,,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,,,0.0,,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,0.0,0.0,,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,,0.0,0.0,,0.0,,0.0,,,,,0.0,,,0.0,0.0,,0.0,,0.0,,,0.0,0.0,,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,,,,,0.0,,0.0,0.0,,,,0.0,0.0,,,0.0,,,,,,,,0.0,,,0.0,,,,,0.0,,0.3,,,,0.3,0.0,0.0,,,0.0,,,0.0,,0.8,,,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,0.0,0.0,,,0.0,,,0.0,,0.0,,,0.0,,,2.5,0.0,0.0,,,,,0.0,0.0,0.0,,,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,0.0,,,,0.0,,0.0,,,,,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
2013-01-03,,0.0,,,,0.0,0.0,,0.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,0.0,,0.0,,,0.0,0.0,,,,0.0,,,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,0.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,,,0.0,,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,,,0.0,0.0,,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,,0.0,0.0,,0.0,,0.0,,,,,0.0,,,0.0,0.0,,0.0,0.0,0.0,,,0.0,0.0,,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,,,,,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,,0.0,0.0,,,,,0.0,,0.3,,,,0.0,0.0,0.0,,,0.0,,,0.0,,0.0,,,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,0.0,0.0,,,0.0,,,0.0,,0.0,,,0.0,,,0.0,0.0,0.0,,,,,0.0,0.0,0.0,,,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,0.0,,,,0.0,,0.0,,,,,0.5,0.0,0.0,2.5,2.5,0.0,0.0,5.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.3,0.0,0.0,0.0
2013-01-04,,0.0,,,,0.0,,,0.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,,,,0.0,,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,0.0,0.0,,,,0.0,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,,,0.0,,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,0.0,0.0,,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,,0.0,0.0,,0.0,,0.0,,,,,0.0,,,0.0,0.0,,0.0,0.0,,,,0.0,0.0,,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,,,,,0.0,,0.0,0.0,,,,0.0,0.0,,0.0,0.0,,,,,,,0.0,0.0,,0.0,0.0,,,,,0.0,,0.3,,,,0.0,0.0,0.0,,,0.0,,,0.0,0.0,0.0,,,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,0.0,0.0,,,0.0,,,0.0,,0.0,,,0.0,,,0.0,0.0,0.0,,,,,0.8,0.0,0.0,,,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,0.0,,,,0.0,,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
2013-01-05,,0.0,,,,0.0,,,0.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,,,,0.0,,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,,,0.0,,,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,0.0,,,,0.0,0.0,,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,,0.0,0.0,,0.0,,0.0,,,,,0.0,,,0.0,0.0,,0.0,0.0,0.0,,,0.0,0.0,,,0.0,,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,,,,,0.0,,0.0,0.0,,,,0.0,0.0,,0.0,0.0,,,,,,,0.0,0.0,,0.0,0.0,,,,,0.0,,0.0,,,,0.0,0.0,0.3,,,0.0,,,0.0,0.0,0.0,,,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,0.0,0.0,,,0.0,,,0.0,,0.0,,,0.0,,,0.0,0.0,0.0,,,,,0.0,0.0,0.0,,,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,0.0,,,,0.0,,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
2013-01-06,,0.0,,,,0.0,,,0.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,,,,0.0,,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,,,0.0,,,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,0.0,0.0,,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,,0.0,0.0,,0.0,,0.0,,,,,0.0,,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,,,,,0.0,,0.0,0.0,,,,0.0,0.0,,0.0,0.0,,,,,,,0.0,0.0,,0.0,0.0,,,,,0.0,,0.0,,,,0.0,0.0,0.0,,,0.0,,,,0.0,0.0,,,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,0.0,0.0,,,0.0,,,0.0,,0.0,,,0.0,,,0.0,0.0,,,,,,0.0,0.0,0.0,,,,0.5,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,0.0,,,,0.0,,0.0,,,,,0.0,0.0,0.0,0.0,0.0,5.1,2.5,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.8,,0.0,0.0,0.0,0.0,0.0,0.8
2013-01-07,,0.0,,,,0.0,,,0.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,0.0,,0.0,,,0.0,0.0,,,,0.0,,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,,,0.0,,,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,0.0,0.0,,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,,0.0,0.0,,0.0,,0.0,,,,,0.0,,,0.0,0.0,,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,,,,,0.0,,0.0,0.0,,,,0.0,0.0,,0.0,0.0,,,,,,,0.0,0.0,,0.0,0.0,,,,,0.0,,0.3,,,,0.0,0.0,0.0,,,0.0,,,0.0,0.0,0.0,,,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,0.0,0.0,,,0.0,,,0.0,,0.0,,,0.0,,,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,,,1.8,0.0,,,0.0,0.3,,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,0.0,,,,0.0,,0.0,,,,,0.0,0.0,0.5,5.1,2.5,2.5,0.0,5.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,4.1
